100.42.160.0/20 #AS13692 DFN-ASN-1 - Douglas FastNet, US
192.175.48.1/32 #AS5061 DRH-RND, NL - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain asn info
192.175.48.1/32 #AS5072 INDYNET - IndyNet, US - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain asn info
192.175.48.1/32 #AS5095 BOOKLINK-AS - BooklinkNavisoft, US - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain asn info
192.175.48.1/32 #AS5096 LIGHTBOARD - Lightboard Realty, US - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain asn info
192.175.48.1/32 #AS5113 HGEA-AS - H.G.E.A, US - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain asn info
192.175.48.1/32 #AS5116 OP-TRANS-CHICAGO - openpipes, US - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain asn info
192.175.48.1/32 #AS5119 ALTARUM-INSTITUTE - Altarum Institute, US - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain asn info
192.175.48.1/32 #AS520 COINSDISNET3 - Coins Community Online Intelligence System, US - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain asn info
192.175.48.1/32 #AS528 AUGSBURG-GW1-AS CDOIM Augsburg, EU - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain asn info
192.175.48.1/32 #AS5380 Kiev, Ukraine, UA - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain asn info
192.175.48.1/32 #AS5406 BNIX AS for BNIX, BE - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain asn info
192.175.48.1/32 #AS5426 SUNRISE-MOBILE, CH - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain asn info
192.175.48.1/32 #AS5469 AGNET, FI - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain asn info
192.175.48.1/32 #AS5472 BG-NEWIX-AS, BG - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain asn info
192.175.48.1/32 #AS5487 ELISA-LAB Helsinki, Finland, FI - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain asn info
192.175.48.1/32 #AS5497 SISTEER, GB - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain asn info
192.175.48.1/32 #AS5515 TS-FINLAND-DATANET-OLD TS Finland DataNet, FI - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain asn info
192.175.48.1/32 #AS5519 WAVENET-AS5519, GB - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain asn info
192.175.48.1/32 #AS5537 RU-CENTER-AS, RU - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain asn info
192.175.48.1/32 #AS5549 SEICOM-AS Postfach 53, DE - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain asn info
192.175.48.1/32 #AS5551 CORINET, GB - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain asn info
192.175.48.1/32 #AS5562 INTERHOUSE-FRANKFURT, NL - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain asn info
192.175.48.1/32 #AS5574 TDC-SE Sweden, SE - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain asn info
192.175.48.1/32 #AS5575 TM-POP-, FI - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain asn info
192.175.48.1/32 #AS5583 ORANGE-BUSINESS-SERVICES-BENELUX Orange Business Services formerly Equant AS for BENELUX, FR - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain asn info
192.175.48.1/32 #AS5584 Computer centre, BH - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain asn info
192.175.48.1/32 #AS5599 UUNET-, DK - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain asn info
192.175.48.1/32 #AS5600 TCPNET-AS, GB - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain asn info
192.175.48.1/32 #AS5608 FVNN, EE - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain asn info
192.175.48.1/32 #AS5620 ADRIAMEDIA-AS, HR - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain asn info
192.175.48.1/32 #AS5622 THOMSON-REUTERS, GB - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain asn info
192.175.48.1/32 #AS5628 EUROTEL-, SK - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain asn info
192.175.48.1/32 #AS5630 WORLDLINE-GERMANY Atos Worldline SAS, FR - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain asn info
192.175.48.1/32 #AS5657 NOVAIAC-ASN - FC Business Systems, US - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain asn info
192.175.48.1/32 #AS5660 JCI-NET - Johnson Control, US - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain asn info
192.175.48.1/32 #AS5685 SIRSIDYNIXAS-2 - SirsiDynix, US - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain asn info
192.175.48.1/32 #AS5699 ASN-AHRCNYC - AHRC New York City, US - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain asn info
192.175.48.1/32 #AS5712 RCN-AS4 - RCN, US - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain asn info
192.175.48.1/32 #AS5720 ASTSOFT - Advanced Software Technology, US - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain asn info
192.175.48.1/32 #AS5745 Organizacion Panamericana de la Salud, AR - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain asn info
192.175.48.1/32 #AS5749 RP - Peets Coffee & Tea, US - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain asn info
192.175.48.1/32 #AS5768 ICANECT - ICANECT, US - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain asn info
192.175.48.1/32 #AS5780 GIGASD3 - Giga Information Group, US - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain asn info
192.175.48.1/32 #AS5792 SIMPLE-NET - Simple Access, US - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain asn info
192.175.48.1/32 #AS5796 COMET - Metronetics, US - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain asn info
192.175.48.1/32 #AS58 SSC-299-Z-58 - Shared Services Canada, CA - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain asn info
192.175.48.1/32 #AS6068 LGRND-AS-KR LG CNS, KR - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain asn info
192.175.48.1/32 #AS6088 BOX - The Black Box, US - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain asn info
192.175.48.1/32 #AS6090 TIA-AS - Techmatics Informaton Alliance, US - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain asn info
192.175.48.1/32 #AS6093 INFSYS-ASN - Infinite Systems, US - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain asn info
192.175.48.1/32 #AS6097 ASN-CKS-CU - CKS Group, US - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain asn info
192.175.48.1/32 #AS6101 TAC-NET - The Atlanta Connection, US - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain asn info
192.175.48.1/32 #AS6115 HTW - HarvardNet, US - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain asn info
192.175.48.1/32 #AS6117 SJMERCURY - San Jose Mercury News, US - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain asn info
192.175.48.1/32 #AS6151 Q-AS - Allen, Bradley Ward, US - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain asn info
192.175.48.1/32 #AS6178 INLINK - INLINK, US - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain asn info
192.175.48.1/32 #AS6179 WESTWOOD - Westwood Studios, US - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain asn info
192.175.48.1/32 #AS6180 NIS-CT, ZA - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain asn info
192.175.48.1/32 #AS6201 ATEXT - Architext, US - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain asn info
192.175.48.1/32 #AS6215 AS-ALTO-EXT1 - ALTO, US - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain asn info
192.175.48.1/32 #AS6229 NETVOYAGE - Digital Design NETVOYAGE-DOM, US - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain asn info
192.175.48.1/32 #AS6246 AVALONTEL - NuWave, US - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain asn info
192.175.48.1/32 #AS6249 RCN-AS3 - RCN, US - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain asn info
192.175.48.1/32 #AS6257 NOVALINK-GW - Novalink USA, US - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain asn info
192.175.48.1/32 #AS6264 AS-ALTO-EXT2 - ALTO, US - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain asn info
192.175.48.1/32 #AS6268 EXPRESS - Mistik Systems, US - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain asn info
192.175.48.1/32 #AS6321 EATEL - REV, US - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain asn info
192.175.48.1/32 #AS6323 ENEWS - The Electronic Newstand, US - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain asn info
192.175.48.1/32 #AS6357 DBTECH - DB Technology, US - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain asn info
192.175.48.1/32 #AS6358 MERC-AS - Mercury Mail, US - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain asn info
192.175.48.1/32 #AS6376 BRODER207 - Broderbund Software, US - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain asn info
192.175.48.1/32 #AS6390 KANSASCITY - The Kansas City Star, US - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain asn info
192.175.48.1/32 #AS6402 TEXAS-AI-SYSTEMS - Texas AI Systems, US - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain asn info
192.175.48.1/32 #AS6414 IPNET - Thurber Technology Group, US - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain asn info
192.175.48.1/32 #AS6416 NOVELL-AS - Micro Focus, US - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain asn info
192.175.48.1/32 #AS6420 INTERPLAY - Interplay Productions, US - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain asn info
192.175.48.1/32 #AS6430 DIGITALINK - Digital Ink, US - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain asn info
192.175.48.1/32 #AS6440 EMF-AS - emf.net, US - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain asn info
192.175.48.1/32 #AS6441 BIGBOOK - BigBook, US - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain asn info
192.175.48.1/32 #AS6457 KDCOL-ASN - KDC-Online, US - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain asn info
192.175.48.1/32 #AS6460 INTERNEXT - InterNext, US - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain asn info
192.175.48.1/32 #AS6463 ZAYO-CAN-6463 - Zayo Bandwidth, US - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain asn info
192.175.48.1/32 #AS6469 ARTEMIS - Artemis Research, US - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain asn info
192.175.48.1/32 #AS6472 NETASSET - Net Asset, US - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain asn info
192.175.48.1/32 #AS6487 Servicios Innovadores de Comunicacion y Entretenimiento, S.A., GT - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain asn info
192.175.48.1/32 #AS6499 AFP - Augsburg Fortress Publishers, US - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain asn info
192.175.48.1/32 #AS6513 PROXIMUS - Proximus, US - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain asn info
192.175.48.1/32 #AS6529 PLAN-B, ZA - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain asn info
192.175.48.1/32 #AS6537 ZAYO-CAN-6537 - Zayo Bandwidth, US - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain asn info
192.175.48.1/32 #AS6542 MICL-AS-MELBOURNE - M.I.C.L., US - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain asn info
192.175.48.1/32 #AS6550 SBSERVICES-AS - Sitel, US - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain asn info
192.175.48.1/32 #AS6555 RCN-AS6555 - RCN, US - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain asn info
192.175.48.1/32 #AS6560 GEM, ZA - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain asn info
192.175.48.1/32 #AS6574 GLMX-ASN - Worldview Systems, US - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain asn info
192.175.48.1/32 #AS6590 Supernet S.A. de C.V., MX - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain asn info
192.175.48.1/32 #AS6593 CITIZEN1 - Citizen 1 Software, US - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain asn info
192.175.48.1/32 #AS6603 MTWEST208 - CottonWood CyberVentures, US - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain asn info
192.175.48.1/32 #AS6617 PBB-MY - Information Management Systems, US - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain asn info
192.175.48.1/32 #AS6624 TYLERVAULT - Tyler Vault, US - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain asn info
192.175.48.1/32 #AS6635 NARROWLINE207 - NarrowLine, US - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain asn info
192.175.48.1/32 #AS6666 HEADLIGHT-INTERN Postfach 53, DE - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain asn info
192.175.48.1/32 #AS6675 COLT-FRANCE-AS, GB - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain asn info
192.175.48.1/32 #AS6709 BGNETT, NO - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain asn info
192.175.48.1/32 #AS6716 TUNZ, BE - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain asn info
192.175.48.1/32 #AS6726 AS-BENESTRA-BACKUP Bratislava, Slovak Republic, SK - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain asn info
192.175.48.1/32 #AS6727 EASYNET-FRANCE, GB - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain asn info
192.175.48.1/32 #AS6745 QUZA-UK, GB - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain asn info
192.175.48.1/32 #AS6751 GERMANYNET-AS, DE - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain asn info
192.175.48.1/32 #AS6757 MULTIMSG, GB - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain asn info
192.175.48.1/32 #AS6777 AMS-IX-RS, NL - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain asn info
192.175.48.1/32 #AS6778 AS-EXATEL, PL - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain asn info
192.175.48.1/32 #AS6781 Multimedia, FI - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain asn info
192.175.48.1/32 #AS6785 CYBERCITY, DK - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain asn info
192.175.48.1/32 #AS6787 AGIX, DE - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain asn info
192.175.48.1/32 #AS6793 TELIVO-AS, FI - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain asn info
192.175.48.1/32 #AS6803 SWAN Bratislava, Slovakia, SK - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain asn info
192.175.48.1/32 #AS6814 GTT, US - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain asn info
192.175.48.1/32 #AS6815 ING-NL-AS, NL - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain asn info
192.175.48.1/32 #AS6816 ING-NL-AS, NL - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain asn info
192.175.48.1/32 #AS6817 ING-NL-AS, NL - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain asn info
192.175.48.1/32 #AS6819 QIICT, NL - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain asn info
192.175.48.1/32 #AS6822 SUPERONLINE-AS, TR - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain asn info
192.175.48.1/32 #AS6853 ORANGE-BUSINESS-SERVICES-SOUTHEUR, US - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain asn info
192.175.48.1/32 #AS6915 HCSNET-ASNBLK - Hayes Computer Systems, US - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain asn info
192.175.48.1/32 #AS6920 TRADEMED-AS - Trade Media, US - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain asn info
192.175.48.1/32 #AS6926 SOLLUNA-AS - Solluna, US - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain asn info
192.175.48.1/32 #AS6934 ATT-COLUMBUS-AS - AT & T, US - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain asn info
192.175.48.1/32 #AS6938 GREENLAKE-IOC - GreenlakeIOC, US - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain asn info
192.175.48.1/32 #AS6940 COMSTREAM - Comstream, US - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain asn info
192.175.48.1/32 #AS6945 SVNet, SV - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain asn info
192.175.48.1/32 #AS6956 INTERACT-ASN1 - InterAct Computer, US - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain asn info
192.175.48.1/32 #AS6957 TECNOLOGIA UNO-CERO, SA DE CV, MX - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain asn info
192.175.48.1/32 #AS695 SWITCH-TEST1 Zurich, Switzerland, CH - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain asn info
192.175.48.1/32 #AS696 SWITCH-TEST2 Zurich, Switzerland, CH - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain asn info
192.175.48.1/32 #AS697 Gesellschaft fuer Mathematik und Datenverarbeitung, EU - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain asn info
192.175.48.1/32 #AS6980 CAJUNNET-AS - Cajun.Net, US - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain asn info
192.175.48.1/32 #AS6991 USLD-ASN - US Long Distance, US - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain asn info
192.175.48.1/32 #AS6996 ZAYO-CAN-6996 - Zayo Bandwidth, US - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain asn info
192.175.48.1/32 #AS6997 SILLS-AS - SILLS CUMMIS EPSTEIN & GROSS, US - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain asn info
192.175.48.1/32 #AS7002 Mexico Communicates, S.C., MX - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain asn info
192.175.48.1/32 #AS7010 DACSIX-NORTH - DACS-IX, US - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain asn info
192.175.48.1/32 #AS7022 SBTAS - SBT Accounting Systems, US - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain asn info
192.175.48.1/32 #AS7027 ENGAGE - ENGAGE games online, US - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain asn info
192.175.48.1/32 #AS7032 NMB-AS - Micro Focus, US - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain asn info
192.175.48.1/32 #AS7041 DALCOMP - Dalcomp, US - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain asn info
192.175.48.1/32 #AS7043 FASEB-AS - FASEB, US - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain asn info
192.175.48.1/32 #AS7047 TDSYS - Trident Data Sytems, US - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain asn info
192.175.48.1/32 #AS7056 Datanet S.A. de C.V., MX - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain asn info
192.175.48.1/32 #AS7059 HOTSITES - Hotsites.net, US - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain asn info
192.175.48.1/32 #AS7079 OPENPIPES-CHICAGO - openpipes, US - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain asn info
192.175.48.1/32 #AS7081 CARIN-AS-BLOCK - ISI, US - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain asn info
192.175.48.1/32 #AS7082 CARIN-AS-BLOCK - ISI, US - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain asn info
192.175.48.1/32 #AS7083 CARIN-AS-BLOCK - ISI, US - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain asn info
192.175.48.1/32 #AS7084 CARIN-AS-BLOCK - ISI, US - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain asn info
192.175.48.1/32 #AS7085 CARIN-AS-BLOCK - ISI, US - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain asn info
192.175.48.1/32 #AS708 SB-COMM-AS - Sentinel Byte Community, US - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain asn info
192.175.48.1/32 #AS7093 REM-AS - Henry Kilmer, Sole Proprietor, US - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain asn info
192.175.48.1/32 #AS7099 NORTELRCH - NORTEL, US - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain asn info
192.175.48.1/32 #AS7102 APLATFORM-AS - Aplatform, US - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain asn info
192.175.48.1/32 #AS7108 BIZNEXUS - Biznexus, US - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain asn info
